frequency,variable,scenario,grid,biascorrection,member_id,gcm,rcm,path
day,tmin,rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.rcp45.day.NAM-44i.raw.zarr
day,tmin,rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.rcp45.day.NAM-44i.raw.zarr
day,tmin,rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.rcp85.day.NAM-22i.raw.zarr
day,tmin,rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.rcp85.day.NAM-22i.raw.zarr
day,tmin,rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.rcp85.day.NAM-22i.raw.zarr
day,tmin,rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.rcp85.day.NAM-22i.raw.zarr
day,tmin,rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.rcp85.day.NAM-22i.raw.zarr
day,tmin,rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/tmin.rcp85.day.NAM-44i.raw.zarr
day,tmin,rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/tmin.rcp85.day.NAM-44i.raw.zarr
day,tmin,rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/tmin.rcp85.day.NAM-44i.raw.zarr
day,tmin,rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/tmin.rcp85.day.NAM-44i.raw.zarr
day,tmin,rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/tmin.rcp85.day.NAM-44i.raw.zarr
day,uas,eval,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.eval.day.NAM-22i.raw.zarr
day,uas,eval,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.eval.day.NAM-22i.raw.zarr
day,uas,eval,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.eval.day.NAM-22i.raw.zarr
day,uas,eval,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.eval.day.NAM-22i.raw.zarr
day,uas,eval,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.eval.day.NAM-22i.raw.zarr
day,uas,eval,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.eval.day.NAM-44i.raw.zarr
day,uas,eval,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.eval.day.NAM-44i.raw.zarr
day,uas,eval,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.eval.day.NAM-44i.raw.zarr
day,uas,eval,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.eval.day.NAM-44i.raw.zarr
day,uas,eval,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.eval.day.NAM-44i.raw.zarr
day,uas,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.hist-rcp45.day.NAM-22i.raw.zarr
day,uas,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.hist-rcp45.day.NAM-22i.raw.zarr
day,uas,hist-rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.hist-rcp45.day.NAM-22i.raw.zarr
day,uas,hist-rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.hist-rcp45.day.NAM-22i.raw.zarr
day,uas,hist-rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.hist-rcp45.day.NAM-22i.raw.zarr
day,uas,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.hist-rcp45.day.NAM-44i.raw.zarr
day,uas,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.hist-rcp45.day.NAM-44i.raw.zarr
day,uas,hist-rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.hist-rcp45.day.NAM-44i.raw.zarr
day,uas,hist-rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.hist-rcp45.day.NAM-44i.raw.zarr
day,uas,hist-rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.hist-rcp45.day.NAM-44i.raw.zarr
day,uas,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.hist-rcp85.day.NAM-22i.raw.zarr
day,uas,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.hist-rcp85.day.NAM-22i.raw.zarr
day,uas,hist-rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.hist-rcp85.day.NAM-22i.raw.zarr
day,uas,hist-rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.hist-rcp85.day.NAM-22i.raw.zarr
day,uas,hist-rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.hist-rcp85.day.NAM-22i.raw.zarr
day,uas,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.hist-rcp85.day.NAM-44i.raw.zarr
day,uas,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.hist-rcp85.day.NAM-44i.raw.zarr
day,uas,hist-rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.hist-rcp85.day.NAM-44i.raw.zarr
day,uas,hist-rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.hist-rcp85.day.NAM-44i.raw.zarr
day,uas,hist-rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.hist-rcp85.day.NAM-44i.raw.zarr
day,uas,hist,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.hist.day.NAM-22i.raw.zarr
day,uas,hist,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.hist.day.NAM-22i.raw.zarr
day,uas,hist,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.hist.day.NAM-22i.raw.zarr
day,uas,hist,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.hist.day.NAM-22i.raw.zarr
day,uas,hist,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.hist.day.NAM-22i.raw.zarr
day,uas,hist,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.hist.day.NAM-44i.raw.zarr
day,uas,hist,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.hist.day.NAM-44i.raw.zarr
day,uas,hist,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.hist.day.NAM-44i.raw.zarr
day,uas,hist,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.hist.day.NAM-44i.raw.zarr
day,uas,hist,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.hist.day.NAM-44i.raw.zarr
day,uas,rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.rcp45.day.NAM-22i.raw.zarr
day,uas,rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.rcp45.day.NAM-22i.raw.zarr
day,uas,rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.rcp45.day.NAM-22i.raw.zarr
day,uas,rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.rcp45.day.NAM-22i.raw.zarr
day,uas,rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.rcp45.day.NAM-22i.raw.zarr
day,uas,rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.rcp45.day.NAM-44i.raw.zarr
day,uas,rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.rcp45.day.NAM-44i.raw.zarr
day,uas,rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.rcp45.day.NAM-44i.raw.zarr
day,uas,rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.rcp45.day.NAM-44i.raw.zarr
day,uas,rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.rcp45.day.NAM-44i.raw.zarr
day,uas,rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.rcp85.day.NAM-22i.raw.zarr
day,uas,rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.rcp85.day.NAM-22i.raw.zarr
day,uas,rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.rcp85.day.NAM-22i.raw.zarr
day,uas,rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.rcp85.day.NAM-22i.raw.zarr
day,uas,rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.rcp85.day.NAM-22i.raw.zarr
day,uas,rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/uas.rcp85.day.NAM-44i.raw.zarr
day,uas,rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/uas.rcp85.day.NAM-44i.raw.zarr
day,uas,rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/uas.rcp85.day.NAM-44i.raw.zarr
day,uas,rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/uas.rcp85.day.NAM-44i.raw.zarr
day,uas,rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/uas.rcp85.day.NAM-44i.raw.zarr
day,vas,eval,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.eval.day.NAM-22i.raw.zarr
day,vas,eval,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.eval.day.NAM-22i.raw.zarr
day,vas,eval,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.eval.day.NAM-22i.raw.zarr
day,vas,eval,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.eval.day.NAM-22i.raw.zarr
day,vas,eval,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.eval.day.NAM-22i.raw.zarr
day,vas,eval,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.eval.day.NAM-44i.raw.zarr
day,vas,eval,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.eval.day.NAM-44i.raw.zarr
day,vas,eval,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.eval.day.NAM-44i.raw.zarr
day,vas,eval,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.eval.day.NAM-44i.raw.zarr
day,vas,eval,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.eval.day.NAM-44i.raw.zarr
day,vas,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.hist-rcp45.day.NAM-22i.raw.zarr
day,vas,hist-rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.hist-rcp45.day.NAM-22i.raw.zarr
day,vas,hist-rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.hist-rcp45.day.NAM-22i.raw.zarr
day,vas,hist-rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.hist-rcp45.day.NAM-22i.raw.zarr
day,vas,hist-rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.hist-rcp45.day.NAM-22i.raw.zarr
day,vas,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.hist-rcp45.day.NAM-44i.raw.zarr
day,vas,hist-rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.hist-rcp45.day.NAM-44i.raw.zarr
day,vas,hist-rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.hist-rcp45.day.NAM-44i.raw.zarr
day,vas,hist-rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.hist-rcp45.day.NAM-44i.raw.zarr
day,vas,hist-rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.hist-rcp45.day.NAM-44i.raw.zarr
day,vas,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.hist-rcp85.day.NAM-22i.raw.zarr
day,vas,hist-rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.hist-rcp85.day.NAM-22i.raw.zarr
day,vas,hist-rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.hist-rcp85.day.NAM-22i.raw.zarr
day,vas,hist-rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.hist-rcp85.day.NAM-22i.raw.zarr
day,vas,hist-rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.hist-rcp85.day.NAM-22i.raw.zarr
day,vas,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.hist-rcp85.day.NAM-44i.raw.zarr
day,vas,hist-rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.hist-rcp85.day.NAM-44i.raw.zarr
day,vas,hist-rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.hist-rcp85.day.NAM-44i.raw.zarr
day,vas,hist-rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.hist-rcp85.day.NAM-44i.raw.zarr
day,vas,hist-rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.hist-rcp85.day.NAM-44i.raw.zarr
day,vas,hist,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.hist.day.NAM-22i.raw.zarr
day,vas,hist,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.hist.day.NAM-22i.raw.zarr
day,vas,hist,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.hist.day.NAM-22i.raw.zarr
day,vas,hist,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.hist.day.NAM-22i.raw.zarr
day,vas,hist,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.hist.day.NAM-22i.raw.zarr
day,vas,hist,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.hist.day.NAM-44i.raw.zarr
day,vas,hist,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.hist.day.NAM-44i.raw.zarr
day,vas,hist,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.hist.day.NAM-44i.raw.zarr
day,vas,hist,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.hist.day.NAM-44i.raw.zarr
day,vas,hist,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.hist.day.NAM-44i.raw.zarr
day,vas,rcp45,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.rcp45.day.NAM-22i.raw.zarr
day,vas,rcp45,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.rcp45.day.NAM-22i.raw.zarr
day,vas,rcp45,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.rcp45.day.NAM-22i.raw.zarr
day,vas,rcp45,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.rcp45.day.NAM-22i.raw.zarr
day,vas,rcp45,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.rcp45.day.NAM-22i.raw.zarr
day,vas,rcp45,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.rcp45.day.NAM-44i.raw.zarr
day,vas,rcp45,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.rcp45.day.NAM-44i.raw.zarr
day,vas,rcp45,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.rcp45.day.NAM-44i.raw.zarr
day,vas,rcp45,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.rcp45.day.NAM-44i.raw.zarr
day,vas,rcp45,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.rcp45.day.NAM-44i.raw.zarr
day,vas,rcp85,NAM-22i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.rcp85.day.NAM-22i.raw.zarr
day,vas,rcp85,NAM-22i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.rcp85.day.NAM-22i.raw.zarr
day,vas,rcp85,NAM-22i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.rcp85.day.NAM-22i.raw.zarr
day,vas,rcp85,NAM-22i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.rcp85.day.NAM-22i.raw.zarr
day,vas,rcp85,NAM-22i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.rcp85.day.NAM-22i.raw.zarr
day,vas,rcp85,NAM-44i,raw,ERA-Int.CRCM5-UQAM,ERA-Int,CRCM5-UQAM,s3://ncar-na-cordex/day/vas.rcp85.day.NAM-44i.raw.zarr
day,vas,rcp85,NAM-44i,raw,ERA-Int.CRCM5-OUR,ERA-Int,CRCM5-OUR,s3://ncar-na-cordex/day/vas.rcp85.day.NAM-44i.raw.zarr
day,vas,rcp85,NAM-44i,raw,ERA-Int.RegCM4,ERA-Int,RegCM4,s3://ncar-na-cordex/day/vas.rcp85.day.NAM-44i.raw.zarr
day,vas,rcp85,NAM-44i,raw,ERA-Int.CanRCM4,ERA-Int,CanRCM4,s3://ncar-na-cordex/day/vas.rcp85.day.NAM-44i.raw.zarr
day,vas,rcp85,NAM-44i,raw,ERA-Int.WRF,ERA-Int,WRF,s3://ncar-na-cordex/day/vas.rcp85.day.NAM-44i.raw.zarr
